Benchmark,Dataset,Dimension,TimeLimit_s,TargetMakespan,Algorithm,Distance,Makespan,Fitness,Time_ms,Iterations,BeamExec,BeamImprove,Gap_percent,Feasible,Time_s_paper,Time_s_paper_ms,Time_diff_percent
GendreauDumasExtended,n80w100.005.txt,81,1200.0,671.0,SMA-Beam,641.0,671.0,671.0,9372.0,5199,5,0,0.0,1,244.7,244700.0,-96.1700040866367
GendreauDumasExtended,n80w120.001.txt,81,1200.0,675.0,SMA-Beam,646.0,675.0,675.0,1663.0,999,1,0,0.0,1,136.39,136390.0,-98.78070239753647
GendreauDumasExtended,n80w120.002.txt,81,1200.0,748.0,SMA-Beam,739.0,748.0,748.0,1655.0,999,1,0,0.0,1,50.59,50590.0,-96.7286024906108
GendreauDumasExtended,n80w120.003.txt,81,1200.0,677.0,SMA-Beam,669.0,677.0,677.0,1508.0,799,0,0,0.0,1,280.42,280420.0,-99.46223521860067
GendreauDumasExtended,n80w120.004.txt,81,1200.0,644.0,SMA-Beam,640.0,644.0,644.0,1770.0,999,1,0,0.0,1,108.18,108180.0,-98.36383804769828
GendreauDumasExtended,n80w120.005.txt,81,1200.0,743.0,SMA-Beam,707.0,743.0,743.0,1201.0,599,0,0,0.0,1,140.92,140920.0,-99.14774340051092
GendreauDumasExtended,n80w140.001.txt,81,1200.0,689.0,SMA-Beam,579.0,689.0,689.0,420.0,199,0,0,0.0,1,123.68,123680.0,-99.66041397153946
GendreauDumasExtended,n80w140.002.txt,81,1200.0,651.0,SMA-Beam,620.0,651.0,651.0,15858.0,7799,7,0,0.0,1,101.24,101240.0,-84.3362307388384
GendreauDumasExtended,n80w140.003.txt,81,1200.0,673.0,SMA-Beam,687.0,687.0,687.0,1200014.0,687678,687,0,2.08,1,303.24,303240.0,295.73077430418147
GendreauDumasExtended,n80w140.004.txt,81,1200.0,612.0,SMA-Beam,606.0,613.0,613.0,1200003.0,706843,706,0,0.16,1,122.16,122160.0,882.3207269155207
GendreauDumasExtended,n80w140.005.txt,81,1200.0,739.0,SMA-Beam,721.0,739.0,739.0,252043.0,143802,143,0,0.0,1,,,
GendreauDumasExtended,n80w160.001.txt,81,1200.0,624.0,SMA-Beam,646.0,666.0,666.0,1200002.0,709203,709,0,6.73,1,91.49,91490.0,1211.620942179473
GendreauDumasExtended,n80w160.002.txt,81,1200.0,654.0,SMA-Beam,635.0,661.0,661.0,1200000.0,707321,707,0,1.07,1,,,
GendreauDumasExtended,n80w160.003.txt,81,1200.0,690.0,SMA-Beam,694.0,697.0,697.0,1200003.0,701039,701,0,1.01,1,1014.22,1014220.0,18.317820591193232
GendreauDumasExtended,n80w160.004.txt,81,1200.0,655.0,SMA-Beam,652.0,655.0,655.0,754461.0,435360,435,0,0.0,1,389.99,389990.0,93.45649888458678
GendreauDumasExtended,n80w160.005.txt,81,1200.0,645.0,SMA-Beam,641.0,646.0,646.0,1200001.0,688848,688,0,0.16,1,325.87,325870.0,268.2453125479486
GendreauDumasExtended,n80w180.001.txt,81,1200.0,678.0,SMA-Beam,650.0,681.0,681.0,1200041.0,682800,682,0,0.44,1,98.66,98660.0,1116.339955402392
GendreauDumasExtended,n80w180.002.txt,81,1200.0,633.0,SMA-Beam,616.0,639.0,639.0,1200005.0,687499,687,0,0.95,1,,,
GendreauDumasExtended,n80w180.003.txt,81,1200.0,680.0,SMA-Beam,674.0,680.0,680.0,10427.0,5399,5,0,0.0,1,98.86,98860.0,-89.45276148088206
GendreauDumasExtended,n80w180.004.txt,81,1200.0,659.0,SMA-Beam,661.0,676.0,676.0,1200002.0,697469,697,0,2.58,1,554.48,554480.0,116.41934785745202
GendreauDumasExtended,n80w180.005.txt,81,1200.0,632.0,SMA-Beam,618.0,632.0,632.0,651303.0,370399,370,0,0.0,1,,,
GendreauDumasExtended,n80w200.001.txt,81,1200.0,626.0,SMA-Beam,613.0,626.0,626.0,11834.0,6599,6,0,0.0,1,79.82,79820.0,-85.17414181909297
GendreauDumasExtended,n80w200.002.txt,81,1200.0,638.0,SMA-Beam,598.0,638.0,638.0,2041.0,999,1,0,0.0,1,637.81,637810.0,-99.67999874570796
GendreauDumasExtended,n80w200.003.txt,81,1200.0,679.0,SMA-Beam,570.0,679.0,679.0,416.0,199,0,0,0.0,1,164.24,164240.0,-99.7467121285923
GendreauDumasExtended,n80w200.004.txt,81,1200.0,667.0,SMA-Beam,623.0,667.0,667.0,420.0,199,0,0,0.0,1,,,
GendreauDumasExtended,n80w200.005.txt,81,1200.0,621.0,SMA-Beam,601.0,621.0,621.0,843.0,399,0,0,0.0,1,1627.26,1627260.0,-99.94819512554847
Langevin,N20ft301.dat,20,1200.0,661.6,SMA-Beam,661.6,661.6,661.6,14.0,0,0,0,0.0,1,0.19,190.0,-92.63157894736842
Langevin,N20ft302.dat,20,1200.0,703.0,SMA-Beam,684.2,703.0,703.0,81.0,148,0,0,0.0,1,0.19,190.0,-57.36842105263158
Langevin,N20ft303.dat,20,1200.0,746.4,SMA-Beam,746.4,746.4,746.4,11.0,0,0,0,0.0,1,0.19,190.0,-94.21052631578948
Langevin,N20ft304.dat,20,1200.0,817.0,SMA-Beam,817.0,817.0,817.0,17.0,0,0,0,0.0,1,0.19,190.0,-91.05263157894737
Langevin,N20ft305.dat,20,1200.0,724.7,SMA-Beam,716.5,724.7,724.7,13.0,0,0,0,0.0,1,0.19,190.0,-93.15789473684211
Langevin,N20ft306.dat,20,1200.0,729.5,SMA-Beam,727.8,729.5,729.5,86.0,199,1,0,0.0,1,0.19,190.0,-54.736842105263165
Langevin,N20ft307.dat,20,1200.0,691.8,SMA-Beam,691.8,691.8,691.8,297.0,739,3,0,-0.0,1,0.2,200.0,48.5
Langevin,N20ft308.dat,20,1200.0,788.2,SMA-Beam,788.2,788.2,788.2,0.0,0,0,0,-0.0,1,0.24,240.0,-100.0
Langevin,N20ft309.dat,20,1200.0,751.8,SMA-Beam,740.5,751.8,751.8,16.0,0,0,0,0.0,1,0.19,190.0,-91.57894736842105
Langevin,N20ft310.dat,20,1200.0,693.8,SMA-Beam,683.0,693.8,693.8,57.0,89,0,0,0.0,1,0.21,210.0,-72.85714285714285
Langevin,N20ft401.dat,20,1200.0,660.9,SMA-Beam,660.8,660.9,660.9,94.0,199,1,0,0.0,1,0.2,200.0,-53.0
Langevin,N20ft402.dat,20,1200.0,701.0,SMA-Beam,684.2,701.0,701.0,22.0,0,0,0,0.0,1,0.23,230.0,-90.43478260869566
Langevin,N20ft403.dat,20,1200.0,746.4,SMA-Beam,746.4,746.4,746.4,21.0,0,0,0,0.0,1,0.19,190.0,-88.94736842105263
Langevin,N20ft404.dat,20,1200.0,817.0,SMA-Beam,817.0,817.0,817.0,32.0,0,0,0,0.0,1,0.21,210.0,-84.76190476190476
Langevin,N20ft405.dat,20,1200.0,724.7,SMA-Beam,716.5,724.7,724.7,17.0,0,0,0,0.0,1,0.2,200.0,-91.5
Langevin,N20ft406.dat,20,1200.0,728.5,SMA-Beam,727.8,728.5,728.5,91.0,199,1,0,0.0,1,0.22,220.0,-58.63636363636363
Langevin,N20ft407.dat,20,1200.0,691.8,SMA-Beam,691.8,691.8,691.8,108.0,199,1,0,-0.0,1,0.2,200.0,-46.0
Langevin,N20ft408.dat,20,1200.0,786.1,SMA-Beam,757.3,786.1,786.1,503.0,1399,7,0,0.0,1,0.19,190.0,164.73684210526315
Langevin,N20ft409.dat,20,1200.0,749.8,SMA-Beam,740.5,749.8,749.8,20.0,0,0,0,0.0,1,0.21,210.0,-90.47619047619048
Langevin,N20ft410.dat,20,1200.0,693.8,SMA-Beam,691.1,693.8,693.8,203.0,459,2,0,0.0,1,0.21,210.0,-3.3333333333333335
Langevin,N40ft201.dat,40,1200.0,1109.3,SMA-Beam,1100.6,1109.3,1109.3,187.0,199,0,0,-0.0,1,0.26,260.0,-28.076923076923077
Langevin,N40ft202.dat,40,1200.0,1017.4,SMA-Beam,1010.4,1017.4,1017.4,24.0,0,0,0,0.0,1,0.25,250.0,-90.4
Langevin,N40ft203.dat,40,1200.0,903.1,SMA-Beam,893.1,903.1,903.1,157.0,199,0,0,0.0,1,0.25,250.0,-37.2
Langevin,N40ft204.dat,40,1200.0,897.4,SMA-Beam,885.8,897.4,897.4,169.0,199,0,0,0.0,1,0.27,270.0,-37.407407407407405
Langevin,N40ft205.dat,40,1200.0,983.6,SMA-Beam,948.0,983.6,983.6,180.0,199,0,0,0.0,1,0.27,270.0,-33.33333333333333
Langevin,N40ft206.dat,40,1200.0,1081.9,SMA-Beam,1055.8,1081.9,1081.9,25.0,0,0,0,0.0,1,0.26,260.0,-90.38461538461539
Langevin,N40ft207.dat,40,1200.0,884.9,SMA-Beam,867.5,884.9,884.9,192.0,199,0,0,-0.0,1,0.27,270.0,-28.888888888888886
Langevin,N40ft208.dat,40,1200.0,1051.6,SMA-Beam,1050.7,1051.6,1051.6,1736.0,2199,4,0,0.0,1,0.24,240.0,623.3333333333334
Langevin,N40ft209.dat,40,1200.0,1027.5,SMA-Beam,1013.9,1027.5,1027.5,183.0,199,0,0,0.0,1,0.29,290.0,-36.896551724137936
Langevin,N40ft210.dat,40,1200.0,1035.3,SMA-Beam,1026.3,1035.3,1035.3,0.0,0,0,0,0.0,1,0.27,270.0,-100.0
Langevin,N40ft401.dat,40,1200.0,1105.2,SMA-Beam,1093.6,1105.2,1105.2,26828.0,36014,72,0,0.0,1,0.29,290.0,9151.034482758621
Langevin,N40ft402.dat,40,1200.0,1016.4,SMA-Beam,995.6,1016.4,1016.4,1527.0,1999,4,0,0.0,1,0.29,290.0,426.55172413793105
Langevin,N40ft403.dat,40,1200.0,903.1,SMA-Beam,859.4,903.1,903.1,1236.0,1599,3,0,0.0,1,0.41,410.0,201.46341463414635
Langevin,N40ft404.dat,40,1200.0,897.4,SMA-Beam,883.7,897.4,897.4,1914.0,2399,4,0,0.0,1,0.34,340.0,462.9411764705883
Langevin,N40ft405.dat,40,1200.0,982.6,SMA-Beam,978.4,982.6,982.6,180.0,199,0,0,0.0,1,0.37,370.0,-51.35135135135135
Langevin,N40ft406.dat,40,1200.0,1081.9,SMA-Beam,986.9,1081.9,1081.9,652.0,799,1,0,0.0,1,0.3,300.0,117.33333333333333
Langevin,N40ft407.dat,40,1200.0,872.2,SMA-Beam,831.8,872.2,872.2,1452.0,1799,3,0,-0.0,1,0.34,340.0,327.05882352941177
Langevin,N40ft408.dat,40,1200.0,1043.5,SMA-Beam,1009.1,1043.5,1043.5,649.0,799,1,0,0.0,1,0.33,330.0,96.66666666666667
Langevin,N40ft409.dat,40,1200.0,1025.5,SMA-Beam,1011.2,1025.5,1025.5,149.0,199,0,0,0.0,1,0.35,350.0,-57.42857142857143
Langevin,N40ft410.dat,40,1200.0,1034.3,SMA-Beam,1018.0,1034.3,1034.3,21.0,0,0,0,0.0,1,0.3,300.0,-93.0
Langevin,N60ft201.dat,60,1200.0,1375.4,SMA-Beam,1367.2,1375.4,1375.4,2802.0,2199,2,0,0.0,1,0.46,460.0,509.1304347826087
Langevin,N60ft202.dat,60,1200.0,1186.4,SMA-Beam,1161.6,1186.4,1186.4,5899.0,4799,4,0,0.0,1,0.44,440.0,1240.681818181818
Langevin,N60ft203.dat,60,1200.0,1194.2,SMA-Beam,1182.9,1194.2,1194.2,3777.0,2999,3,0,0.0,1,0.45,450.0,739.3333333333334
Langevin,N60ft204.dat,60,1200.0,1283.6,SMA-Beam,1283.0,1283.6,1283.6,257.0,199,0,0,0.0,1,0.53,530.0,-51.509433962264154
Langevin,N60ft205.dat,60,1200.0,1215.5,SMA-Beam,1187.1,1215.5,1215.5,2542.0,1999,2,0,0.0,1,0.47,470.0,440.8510638297872
Langevin,N60ft206.dat,60,1200.0,1238.8,SMA-Beam,1223.9,1238.8,1238.8,279.0,199,0,0,0.0,1,0.57,570.0,-51.05263157894737
Langevin,N60ft207.dat,60,1200.0,1305.3,SMA-Beam,1301.6,1305.3,1305.3,5126.0,3999,4,0,0.0,1,0.42,420.0,1120.4761904761904
Langevin,N60ft208.dat,60,1200.0,1172.6,SMA-Beam,1171.1,1172.6,1172.6,20.0,0,0,0,0.0,1,0.47,470.0,-95.74468085106383
Langevin,N60ft209.dat,60,1200.0,1243.8,SMA-Beam,1196.6,1243.8,1243.8,3076.0,2399,2,0,0.0,1,0.6,600.0,412.6666666666667
Langevin,N60ft210.dat,60,1200.0,1273.2,SMA-Beam,1271.4,1273.2,1273.2,30.0,0,0,0,0.0,1,0.51,510.0,-94.11764705882352
Langevin,N60ft301.dat,60,1200.0,1375.4,SMA-Beam,1358.1,1375.4,1375.4,2328.0,1799,1,0,0.0,1,0.53,530.0,339.2452830188679
Langevin,N60ft302.dat,60,1200.0,1184.4,SMA-Beam,1097.7,1184.4,1184.4,1573.0,1199,1,0,-0.0,1,0.57,570.0,175.96491228070175
Langevin,N60ft303.dat,60,1200.0,1194.2,SMA-Beam,1186.3,1194.2,1194.2,5410.0,4199,4,0,0.0,1,0.53,530.0,920.7547169811321
Langevin,N60ft304.dat,60,1200.0,1283.6,SMA-Beam,1252.8,1283.6,1283.6,3364.0,2599,2,0,0.0,1,0.63,630.0,433.9682539682539
Langevin,N60ft305.dat,60,1200.0,1214.5,SMA-Beam,1164.0,1214.5,1214.5,2255.0,1799,1,0,0.0,1,0.59,590.0,282.20338983050846
Langevin,N60ft306.dat,60,1200.0,1237.8,SMA-Beam,1219.4,1237.8,1237.8,21.0,0,0,0,0.0,1,0.65,650.0,-96.76923076923077
Langevin,N60ft307.dat,60,1200.0,1298.4,SMA-Beam,1236.8,1298.4,1298.4,190230.0,162999,163,0,-0.0,1,0.55,550.0,34487.27272727273
Langevin,N60ft308.dat,60,1200.0,1168.8,SMA-Beam,1129.9,1168.8,1168.8,2539.0,1999,2,0,0.0,1,0.56,560.0,353.39285714285717
Langevin,N60ft309.dat,60,1200.0,1242.8,SMA-Beam,1161.7,1242.8,1242.8,2319.0,1799,1,0,0.0,1,0.68,680.0,241.02941176470586
Langevin,N60ft310.dat,60,1200.0,1273.2,SMA-Beam,1257.7,1273.2,1273.2,2806.0,2199,2,0,0.0,1,1.98,1980.0,41.717171717171716
Langevin,N60ft401.dat,60,1200.0,1375.4,SMA-Beam,1364.9,1375.4,1375.4,3121.0,2399,2,0,0.0,1,0.74,740.0,321.7567567567568
Langevin,N60ft402.dat,60,1200.0,1183.4,SMA-Beam,1105.2,1183.4,1183.4,3373.0,2599,2,0,-0.0,1,1.46,1460.0,131.02739726027397
Langevin,N60ft403.dat,60,1200.0,1194.2,SMA-Beam,1179.7,1194.2,1194.2,6004.0,4799,4,0,0.0,1,1.81,1810.0,231.71270718232046
Langevin,N60ft404.dat,60,1200.0,1283.6,SMA-Beam,1245.7,1283.6,1283.6,3405.0,2599,2,0,0.0,1,0.77,770.0,342.20779220779224
Langevin,N60ft405.dat,60,1200.0,1212.5,SMA-Beam,1153.5,1212.5,1212.5,2857.0,2199,2,0,0.0,1,0.85,850.0,236.11764705882354
Langevin,N60ft406.dat,60,1200.0,1236.8,SMA-Beam,1174.0,1236.8,1236.8,3381.0,2599,2,0,0.0,1,4.25,4250.0,-20.447058823529414
Langevin,N60ft407.dat,60,1200.0,1296.4,SMA-Beam,1223.5,1296.4,1296.4,3564.0,2799,2,0,-0.0,1,0.66,660.0,440.00000000000006
Langevin,N60ft408.dat,60,1200.0,1150.0,SMA-Beam,1056.1,1150.0,1150.0,2552.0,1999,2,0,0.0,1,1.41,1410.0,80.99290780141844
Langevin,N60ft409.dat,60,1200.0,1241.8,SMA-Beam,1152.2,1241.8,1241.8,3042.0,2399,2,0,0.0,1,1.18,1180.0,157.79661016949154
Langevin,N60ft410.dat,60,1200.0,1273.2,SMA-Beam,1227.0,1273.2,1273.2,3018.0,2399,2,0,0.0,1,3.92,3920.0,-23.010204081632654
OhlmannThomas,n150w120.001.txt,151,1200.0,972.0,SMA-Beam,863.0,998.0,998.0,1200003.0,313702,313,0,2.67,1,825.73,825730.0,45.326317319220564
OhlmannThomas,n150w120.002.txt,151,1200.0,917.0,SMA-Beam,808.0,917.0,917.0,28025.0,7999,8,0,0.0,1,561.33,561330.0,-95.00739315554131
OhlmannThomas,n150w120.003.txt,151,1200.0,909.0,SMA-Beam,905.0,922.0,922.0,1200004.0,288320,288,0,1.43,1,1001.17,1001170.0,19.860163608577963
OhlmannThomas,n150w120.004.txt,151,1200.0,925.0,SMA-Beam,877.0,925.0,925.0,36899.0,5199,5,0,0.0,1,,,
OhlmannThomas,n150w120.005.txt,151,1200.0,907.0,SMA-Beam,836.0,907.0,907.0,2749.0,599,0,0,0.0,1,876.81,876810.0,-99.6864771159088
OhlmannThomas,n150w140.001.txt,151,1200.0,1008.0,SMA-Beam,940.0,1008.0,1008.0,4781.0,999,1,0,0.0,1,342.39,342390.0,-98.60363912497444
OhlmannThomas,n150w140.002.txt,151,1200.0,1020.0,SMA-Beam,938.0,1021.0,1021.0,1200006.0,153510,153,0,0.1,1,,,
OhlmannThomas,n150w140.003.txt,151,1200.0,844.0,SMA-Beam,827.0,845.0,845.0,1200016.0,132312,132,0,0.12,1,519.89,519890.0,130.82113524014696
OhlmannThomas,n150w140.004.txt,151,1200.0,898.0,SMA-Beam,882.0,898.0,898.0,185241.0,10399,10,0,0.0,1,,,
OhlmannThomas,n150w140.005.txt,151,1200.0,926.0,SMA-Beam,852.0,926.0,926.0,9878.0,399,0,0,0.0,1,,,
OhlmannThomas,n150w160.001.txt,151,1200.0,959.0,SMA-Beam,839.0,959.0,959.0,82443.0,5199,5,0,0.0,1,553.85,553850.0,-85.11456170443262
OhlmannThomas,n150w160.002.txt,151,1200.0,890.0,SMA-Beam,884.0,900.0,900.0,1200003.0,105521,105,0,1.12,1,,,
OhlmannThomas,n150w160.003.txt,151,1200.0,934.0,SMA-Beam,818.0,938.0,938.0,1200005.0,120441,120,0,0.43,1,581.8,581800.0,106.25730491577863
OhlmannThomas,n150w160.004.txt,151,1200.0,912.0,SMA-Beam,875.0,912.0,912.0,12687.0,2399,2,0,0.0,1,,,
OhlmannThomas,n150w160.005.txt,151,1200.0,920.0,SMA-Beam,873.0,966.0,966.0,1200004.0,266070,266,0,5.0,1,1329.53,1329530.0,-9.742239738855083
OhlmannThomas,n200w120.001.txt,201,1200.0,1089.0,SMA-Beam,1086.0,1091.0,1091.0,1200240.0,153800,153,0,0.18,1,,,
OhlmannThomas,n200w120.002.txt,201,1200.0,1072.0,SMA-Beam,862.0,1072.0,1072.0,75.0,0,0,0,0.0,1,,,
OhlmannThomas,n200w120.003.txt,201,1200.0,1128.0,SMA-Beam,1053.0,1129.0,1129.0,1200004.0,147021,147,0,0.09,1,696.3,696300.0,72.34008329742927
OhlmannThomas,n200w120.004.txt,201,1200.0,1072.0,SMA-Beam,1026.0,1072.0,1072.0,46894.0,4799,4,0,0.0,1,1445.56,1445560.0,-96.75599767564127
OhlmannThomas,n200w120.005.txt,201,1200.0,1073.0,SMA-Beam,1032.0,1073.0,1073.0,83225.0,9799,9,0,0.0,1,599.2,599200.0,-86.11064753004005
OhlmannThomas,n200w140.001.txt,201,1200.0,1138.0,SMA-Beam,1092.0,1146.0,1146.0,1200005.0,160252,160,0,0.7,1,,,
OhlmannThomas,n200w140.002.txt,201,1200.0,1087.0,SMA-Beam,1020.0,1087.0,1087.0,151134.0,15399,15,0,0.0,1,1927.46,1927460.0,-92.15890342730847
OhlmannThomas,n200w140.003.txt,201,1200.0,1083.0,SMA-Beam,1078.0,1084.0,1084.0,1200005.0,154080,154,0,0.09,1,,,
OhlmannThomas,n200w140.004.txt,201,1200.0,1100.0,SMA-Beam,1073.0,1100.0,1100.0,14435.0,1399,1,0,0.0,1,791.76,791760.0,-98.17684651914722
OhlmannThomas,n200w140.005.txt,201,1200.0,1121.0,SMA-Beam,1083.0,1121.0,1121.0,119348.0,13799,13,0,0.0,1,,,
SolomonPesant,rc201.0,26,1200.0,853.71,SMA-Beam,726.33,853.71,853.71,612.0,1199,2,0,-0.0,1,1.84,1840.0,-66.73913043478261
SolomonPesant,rc201.1,29,1200.0,850.48,SMA-Beam,823.87,850.48,850.48,1200007.0,1220312,2440,0,0.0,1,2.08,2080.0,57592.644230769234
SolomonPesant,rc201.2,29,1200.0,883.97,SMA-Beam,855.0,883.97,883.97,1218.0,999,2,0,-0.0,1,1.31,1310.0,-7.022900763358779
SolomonPesant,rc201.3,20,1200.0,722.43,SMA-Beam,537.63,722.43,722.43,1200003.0,3161827,15809,0,0.0,1,0.31,310.0,386997.7419354839
SolomonPesant,rc202.0,26,1200.0,850.48,SMA-Beam,525.4,850.48,850.48,1200003.0,2338810,4677,0,0.0,1,7.31,7310.0,16315.9097127223
SolomonPesant,rc202.1,23,1200.0,702.28,SMA-Beam,531.8,702.28,702.28,1200003.0,2718590,13592,0,0.0,1,7.96,7960.0,14975.414572864322
SolomonPesant,rc202.2,28,1200.0,853.71,SMA-Beam,764.16,853.71,853.71,584.0,799,1,0,-0.0,1,7.55,7550.0,-92.26490066225166
SolomonPesant,rc202.3,27,1200.0,883.97,SMA-Beam,755.01,883.97,883.97,407.0,599,1,0,-0.0,1,27.06,27060.0,-98.4959349593496
SolomonPesant,rc203.0,36,1200.0,870.52,SMA-Beam,869.25,870.52,870.52,1200145.0,969841,1939,0,0.0,1,48.78,48780.0,2360.3218532185324
SolomonPesant,rc203.1,38,1200.0,850.48,SMA-Beam,843.73,850.48,850.48,1200100.0,644334,1288,0,0.0,1,24.01,24010.0,4898.334027488547
SolomonPesant,rc203.2,29,1200.0,853.71,SMA-Beam,813.47,853.71,853.71,1278.0,799,1,0,-0.0,1,9.52,9520.0,-86.57563025210084
SolomonPesant,rc204.0,33,1200.0,839.24,SMA-Beam,615.88,839.24,839.24,50.0,0,0,0,-0.0,1,24.46,24460.0,-99.79558462796402
SolomonPesant,rc204.1,29,1200.0,492.6,SMA-Beam,498.54,498.54,498.54,1200103.0,871215,1742,0,1.21,1,62.26,62260.0,1827.5666559588822
SolomonPesant,rc204.2,41,1200.0,870.52,SMA-Beam,1002.61,1002.78,1528249.78,1200009.0,573561,573,0,15.19,0,,,
SolomonPesant,rc205.0,27,1200.0,834.62,SMA-Beam,702.25,834.62,834.62,551.0,301,0,0,-0.0,1,9.49,9490.0,-94.19388830347735
SolomonPesant,rc205.1,23,1200.0,899.24,SMA-Beam,666.4,899.24,899.24,32.0,0,0,0,-0.0,1,6.72,6720.0,-99.52380952380952
SolomonPesant,rc205.2,29,1200.0,908.79,SMA-Beam,815.81,908.79,908.79,3475.0,2504,5,0,-0.0,1,10.47,10470.0,-66.80993314231137
SolomonPesant,rc205.3,25,1200.0,684.21,SMA-Beam,698.77,699.94,699.94,1200002.0,1172610,5863,0,2.3,1,8.72,8720.0,13661.490825688074
SolomonPesant,rc206.0,36,1200.0,893.21,SMA-Beam,890.68,893.21,893.21,1200010.0,707689,1415,0,0.0,1,22.23,22230.0,5298.155645524066
SolomonPesant,rc206.1,34,1200.0,756.45,SMA-Beam,737.62,771.05,771.05,1200019.0,793129,1586,0,1.93,1,19.49,19490.0,6057.101077475629
SolomonPesant,rc206.2,33,1200.0,776.19,SMA-Beam,709.78,786.19,786.19,1200002.0,1169365,2338,0,1.29,1,32.61,32610.0,3579.8589389757744
SolomonPesant,rc207.0,38,1200.0,847.63,SMA-Beam,951.91,951.91,951.91,1200080.0,685432,1370,1,12.3,1,102.04,102040.0,1076.0878087024696
SolomonPesant,rc207.1,34,1200.0,785.37,SMA-Beam,803.9,817.84,817.84,1200072.0,676601,1353,0,4.13,1,39.23,39230.0,2959.067040530206
SolomonPesant,rc207.2,31,1200.0,650.8,SMA-Beam,651.89,651.89,651.89,1200076.0,745059,1490,0,0.17,1,35.39,35390.0,3291.0031082226615
SolomonPesant,rc208.0,45,1200.0,836.04,SMA-Beam,844.46,844.87,844.87,1200042.0,899460,899,0,1.06,1,1484.62,1484620.0,-19.168406730341772
SolomonPesant,rc208.1,28,1200.0,615.51,SMA-Beam,611.86,615.56,615.56,1200054.0,932526,1865,4,0.01,1,160.41,160410.0,648.1167009538059
SolomonPesant,rc208.2,30,1200.0,596.21,SMA-Beam,624.23,624.89,624.89,1200006.0,907153,1814,0,4.81,1,46.52,46520.0,2479.548581255374
SolomonPotvinBengio,rc_201.1.txt,20,1200.0,592.06,SMA-Beam,589.53,592.06,592.06,1200002.0,1440990,7204,0,0.0,1,0.53,530.0,226315.4716981132
SolomonPotvinBengio,rc_201.2.txt,26,1200.0,860.17,SMA-Beam,754.27,860.17,860.17,1200007.0,1026163,2052,0,0.0,1,0.49,490.0,244799.38775510204
SolomonPotvinBengio,rc_201.3.txt,32,1200.0,853.71,SMA-Beam,848.56,853.71,853.71,4480.0,3455,6,0,-0.0,1,1.32,1320.0,239.3939393939394
SolomonPotvinBengio,rc_201.4.txt,26,1200.0,889.18,SMA-Beam,825.42,889.18,889.18,1011.0,599,1,0,-0.0,1,0.28,280.0,261.07142857142856
SolomonPotvinBengio,rc_202.1.txt,33,1200.0,850.48,SMA-Beam,833.76,850.48,850.48,1200022.0,833146,1666,0,0.0,1,18.33,18330.0,6446.764866339335
SolomonPotvinBengio,rc_202.2.txt,14,1200.0,338.52,SMA-Beam,332.34,338.52,338.52,27.0,0,0,0,-0.0,1,0.56,560.0,-95.17857142857142
SolomonPotvinBengio,rc_202.3.txt,29,1200.0,894.1,SMA-Beam,874.17,894.1,894.1,1200002.0,860340,1720,0,0.0,1,6.64,6640.0,17972.319277108436
SolomonPotvinBengio,rc_202.4.txt,28,1200.0,853.71,SMA-Beam,839.43,853.78,853.78,1200002.0,967726,1935,0,0.01,1,10.08,10080.0,11804.781746031746
SolomonPotvinBengio,rc_203.1.txt,19,1200.0,488.42,SMA-Beam,465.74,488.42,488.42,1200056.0,1447527,7237,0,0.0,1,3.19,3190.0,37519.31034482759
SolomonPotvinBengio,rc_203.2.txt,33,1200.0,853.71,SMA-Beam,842.6,853.71,853.71,2536.0,1799,3,0,-0.0,1,19.7,19700.0,-87.1269035532995
SolomonPotvinBengio,rc_203.3.txt,37,1200.0,921.44,SMA-Beam,905.37,929.72,929.72,1200107.0,601336,1202,0,0.9,1,144.62,144620.0,729.8347393168303
SolomonPotvinBengio,rc_203.4.txt,15,1200.0,338.52,SMA-Beam,327.65,338.52,338.52,17.0,0,0,0,-0.0,1,1.18,1180.0,-98.5593220338983
SolomonPotvinBengio,rc_204.1.txt,46,1200.0,917.83,SMA-Beam,927.45,937.4,937.4,1200061.0,496480,496,0,2.13,1,,,
SolomonPotvinBengio,rc_204.2.txt,33,1200.0,690.06,SMA-Beam,685.0,690.06,690.06,237383.0,175725,351,1,-0.0,1,21.8,21800.0,988.9128440366973
SolomonPotvinBengio,rc_204.3.txt,24,1200.0,455.03,SMA-Beam,455.03,455.03,455.03,1200009.0,1159812,5799,1,0.0,1,20.02,20020.0,5894.050949050949
SolomonPotvinBengio,rc_205.1.txt,14,1200.0,417.81,SMA-Beam,379.97,417.81,417.81,18.0,8,0,0,-0.0,1,0.24,240.0,-92.5
SolomonPotvinBengio,rc_205.2.txt,27,1200.0,820.19,SMA-Beam,791.48,820.19,820.19,2166.0,1399,2,0,-0.0,1,9.12,9120.0,-76.25
SolomonPotvinBengio,rc_205.3.txt,35,1200.0,950.05,SMA-Beam,946.66,950.05,950.05,1200005.0,765391,1530,0,0.0,1,12.7,12700.0,9348.858267716536
SolomonPotvinBengio,rc_205.4.txt,28,1200.0,837.71,SMA-Beam,813.19,837.71,837.71,262209.0,186920,373,0,-0.0,1,7.29,7290.0,3496.8312757201643
SolomonPotvinBengio,rc_206.1.txt,4,1200.0,117.85,SMA-Beam,117.85,117.85,117.85,127.0,0,0,0,-0.0,1,0.2,200.0,-36.5
